Value,GROUPVEG,EVT_PHYS,CHANGE
993,Conifer,Developed,5
875,Hardwood-Conifer,Conifer,2
876,Hardwood-Conifer,Conifer,2
877,Hardwood-Conifer,Riparian,2
878,Hardwood-Conifer,Agricultural,4
879,Hardwood-Conifer,Conifer,2
880,Hardwood-Conifer,Conifer-Hardwood,2
881,Hardwood-Conifer,Developed,5
882,Hardwood-Conifer,Riparian,2
883,Hardwood-Conifer,Conifer,2
884,Hardwood-Conifer,Hardwood,2
885,Hardwood-Conifer,Conifer-Hardwood,2
886,Hardwood-Conifer,Developed,5
887,Hardwood,Conifer-Hardwood,2
888,Hardwood,Hardwood,2
1056,Conifer,Developed,5
1075,Conifer,Developed,5
891,Hardwood,Conifer-Hardwood,2
892,Hardwood,Conifer,2
893,Hardwood-Conifer,Developed,5
894,Hardwood-Conifer,Conifer,2
895,Hardwood-Conifer,Agricultural,4
1080,Conifer,Developed,5
897,Riparian,Developed,5
898,Hardwood-Conifer,Developed,5
899,Hardwood-Conifer,Developed,5
900,Hardwood-Conifer,Developed,5
901,Hardwood-Conifer,Conifer,2
902,Hardwood-Conifer,Riparian,2
1098,Conifer,Developed,5
904,Hardwood,Hardwood,2
905,Hardwood,Developed,5
906,Hardwood-Conifer,Hardwood,2
907,Riparian,Conifer,2
908,Hardwood,Developed,5
909,Riparian,Riparian,2
910,Riparian,Agricultural,4
911,Hardwood-Conifer,Conifer-Hardwood,2
912,Riparian,Riparian,2
1153,Conifer,Developed,5
914,Hardwood-Conifer,Riparian,2
915,Hardwood-Conifer,Exotic Herbaceous,3
916,Riparian,Riparian,2
917,Riparian,Developed,5
918,Riparian,Developed,5
919,Riparian,Developed-Roads,5
920,Hardwood-Conifer,Agricultural,4
921,Riparian,Conifer-Hardwood,2
1171,Conifer,Developed,5
923,Hardwood,Riparian,2
924,Riparian,Conifer,2
925,Riparian,Riparian,2
926,Hardwood,Agricultural,4
927,Riparian,Exotic Tree-Shrub,3
928,Riparian,Riparian,2
929,Hardwood-Conifer,Hardwood,1
930,Hardwood-Conifer,Developed,5
931,Riparian,Developed,5
932,Hardwood-Conifer,Agricultural,4
933,Hardwood-Conifer,Exotic Tree-Shrub,3
934,Hardwood-Conifer,Conifer-Hardwood,2
935,Hardwood-Conifer,Conifer,2
936,Hardwood-Conifer,Riparian,2
937,Hardwood-Conifer,Riparian,2
1177,Conifer,Developed,5
939,Hardwood-Conifer,Hardwood,2
940,Riparian,Conifer-Hardwood,2
941,Riparian,Exotic Herbaceous,3
1179,Conifer,Developed,5
943,Hardwood-Conifer,Riparian,2
944,Riparian,Riparian,2
1198,Conifer,Developed,5
946,Riparian,Shrubland,2
947,Riparian,Grassland,2
948,Riparian,Riparian,2
1452,Conifer,Developed,5
950,Hardwood,Agricultural,4
1544,Conifer,Developed,5
952,Riparian,Hardwood,2
953,Riparian,Agricultural,4
954,Hardwood-Conifer,Riparian,2
955,Riparian,Developed,5
956,Hardwood-Conifer,Conifer,2
957,Hardwood-Conifer,Shrubland,2
958,Hardwood-Conifer,Developed-High Intensity,5
959,Hardwood-Conifer,Agricultural,4
961,Hardwood,Conifer,2
1615,Conifer,Developed,5
963,Hardwood-Conifer,Developed,5
964,Hardwood,Riparian,2
965,Hardwood,Conifer,2
966,Hardwood,Conifer,2
967,Hardwood,Hardwood,2
968,Hardwood-Conifer,Riparian,1
969,Riparian,Conifer,2
970,Hardwood-Conifer,Hardwood,2
1616,Conifer,Developed,5
1624,Conifer,Developed,5
973,Riparian,Conifer,2
974,Hardwood,Conifer-Hardwood,2
975,Hardwood,Developed-High Intensity,5
1633,Conifer,Developed,5
1646,Conifer,Developed,5
1717,Conifer,Developed,5
980,Riparian,Conifer-Hardwood,2
1837,Conifer,Developed,5
1847,Conifer,Developed,5
983,Riparian,Riparian,2
984,Riparian,Developed,5
1852,Conifer,Developed,5
986,Hardwood,Conifer-Hardwood,2
987,Hardwood,Conifer,2
1989,Conifer,Developed,5
1990,Conifer,Developed,5
1992,Conifer,Developed,5
991,Riparian,Developed,5
2688,Conifer,Developed,5
2690,Conifer,Developed,5
994,Riparian,Developed,5
995,Riparian,Developed,5
996,Hardwood,Riparian,2
997,Hardwood-Conifer,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
998,Hardwood-Conifer,Agricultural,4
999,Hardwood,Hardwood,2
1000,Hardwood,Developed-High Intensity,5
1001,Hardwood-Conifer,Developed-High Intensity,5
1002,Riparian,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
1003,Riparian,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
1004,Hardwood,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
1005,Hardwood-Conifer,Developed,5
1006,Hardwood-Conifer,Conifer-Hardwood,2
1007,Riparian,Developed,5
1008,Riparian,Developed-High Intensity,5
1009,Riparian,Developed,5
1010,Riparian,Riparian,2
1011,Riparian,Developed-Roads,5
1012,Riparian,Conifer-Hardwood,2
1013,Riparian,Developed,5
1014,Riparian,Agricultural,4
1015,Riparian,Agricultural,4
1016,Hardwood-Conifer,Agricultural,4
1017,Riparian,Developed,5
1018,Hardwood,Conifer-Hardwood,2
1019,Hardwood-Conifer,Riparian,2
1020,Hardwood,Conifer,2
1021,Riparian,Developed,5
2693,Conifer,Developed,5
1023,Riparian,Agricultural,4
1024,Riparian,Hardwood,2
2696,Conifer,Developed,5
1026,Hardwood,Hardwood,2
1027,Hardwood,Developed-Roads,5
1028,Hardwood,Developed-Medium Intensity,5
1029,Hardwood,Hardwood,2
1030,Hardwood,Developed,5
1031,Hardwood,Exotic Herbaceous,3
1032,Hardwood,Developed,5
1033,Hardwood,Agricultural,4
1034,Hardwood,Agricultural,4
1035,Hardwood,Agricultural,4
1036,Riparian,Developed,5
1037,Riparian,Developed,5
1038,Hardwood,Riparian,2
1039,Riparian,Riparian,2
1040,Riparian,Riparian,1
1041,Riparian,Agricultural,4
1042,Riparian,Agricultural,4
1043,Riparian,Conifer,2
2711,Conifer,Developed,5
2713,Conifer,Developed,5
1046,Hardwood-Conifer,Conifer-Hardwood,2
1047,Riparian,Riparian,2
1048,Riparian,Riparian,1
1049,Riparian,Riparian,1
1050,Riparian,Riparian,1
1051,Riparian,Riparian,1
1052,Riparian,Riparian,1
1053,Hardwood,Riparian,1
1054,Hardwood-Conifer,Developed,5
2902,Conifer,Developed,5
2904,Conifer,Developed,5
2963,Conifer,Developed,5
1058,Riparian,Riparian,2
1059,Riparian,Agricultural,4
1060,Riparian,Agricultural,4
1061,Hardwood-Conifer,Agricultural,4
1062,Hardwood,Exotic Tree-Shrub,3
1063,Hardwood,Exotic Herbaceous,3
3119,Conifer,Developed,5
1065,Hardwood,Developed-Roads,5
1066,Hardwood-Conifer,Riparian,2
1067,Hardwood-Conifer,Hardwood,2
1068,Hardwood-Conifer,Conifer,2
1069,Hardwood-Conifer,Hardwood,2
1070,Hardwood-Conifer,Conifer,2
3120,Conifer,Developed,5
3148,Conifer,Developed,5
3150,Conifer,Developed,5
3180,Conifer,Developed,5
3182,Conifer,Developed,5
1076,Hardwood,Riparian,2
3184,Conifer,Developed,5
1078,Riparian,Hardwood,2
1079,Hardwood-Conifer,Developed,5
3476,Conifer,Developed,5
1081,Hardwood,Riparian,2
1082,Hardwood,Hardwood,2
1083,Hardwood-Conifer,Hardwood,1
3481,Conifer,Developed,5
1085,Riparian,Agricultural,4
1086,Riparian,Conifer,2
1087,Riparian,Developed,5
1088,Hardwood,Riparian,2
1089,Hardwood-Conifer,Riparian,2
1090,Hardwood,Hardwood,2
1091,Hardwood,Agricultural,4
3482,Conifer,Developed,5
1093,Hardwood,Conifer-Hardwood,2
3484,Conifer,Developed,5
1095,Hardwood,Riparian,2
3485,Conifer,Developed,5
3486,Conifer,Developed,5
3487,Conifer,Developed,5
3493,Conifer,Developed,5
1100,Hardwood,Developed,5
3504,Conifer,Developed,5
3505,Conifer,Developed,5
1103,Hardwood-Conifer,Riparian,2
3587,Conifer,Developed,5
1105,Hardwood,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
1106,Hardwood,Agricultural,4
1107,Hardwood,Developed-High Intensity,5
1108,Riparian,Developed,5
1109,Hardwood,Riparian,2
1110,Hardwood,Conifer-Hardwood,2
1111,Hardwood,Agricultural,4
3828,Conifer,Developed,5
1113,Riparian,Developed,5
3830,Conifer,Developed,5
1115,Riparian,Hardwood,2
1116,Riparian,Conifer,2
1117,Riparian,Riparian,2
1118,Riparian,Conifer-Hardwood,1
1119,Riparian,Developed-Low Intensity,5
1120,Riparian,Conifer-Hardwood,2
1121,Riparian,Developed,5
1122,Riparian,Developed,5
3832,Conifer,Developed,5
1124,Riparian,Developed,5
1125,Riparian,Developed,5
1126,Riparian,Developed,5
1127,Riparian,Conifer-Hardwood,2
1128,Hardwood,Developed,5
1129,Hardwood,Developed-Low Intensity,5
1130,Hardwood,Conifer,2
1131,Hardwood,Conifer,2
1132,Hardwood,Developed,5
1133,Riparian,Agricultural,4
1134,Hardwood,Developed,5
1135,Hardwood,Hardwood,2
1136,Riparian,Developed-High Intensity,5
1137,Riparian,Developed-Medium Intensity,5
1138,Hardwood,Exotic Tree-Shrub,3
1139,Hardwood,Developed,5
1140,Riparian,Agricultural,4
1141,Hardwood,Developed-High Intensity,5
1142,Hardwood,Riparian,2
1143,Hardwood,Riparian,2
1144,Hardwood,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
1145,Riparian,Developed,5
1146,Riparian,Developed,5
1147,Hardwood,Agricultural,4
1148,Riparian,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
1149,Hardwood-Conifer,Riparian,2
1150,Riparian,Agricultural,4
1151,Hardwood-Conifer,Riparian,2
3834,Conifer,Developed,5
3838,Conifer,Developed,5
3844,Conifer,Developed,5
3932,Conifer,Developed,5
1156,Riparian,Agricultural,4
1157,Riparian,Agricultural,4
1158,Hardwood,Riparian,2
3984,Conifer,Developed,5
3985,Conifer,Developed,5
1161,Riparian,Riparian,2
4028,Conifer,Developed,5
1163,Riparian,Developed,5
1164,Riparian,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
4033,Conifer,Developed,5
4046,Conifer,Developed,5
4063,Conifer,Developed,5
4064,Conifer,Developed,5
1169,Hardwood-Conifer,Agricultural,4
1170,Riparian,Riparian,2
4163,Conifer,Developed,5
1172,Hardwood,Developed,5
1173,Hardwood,Developed,5
1174,Riparian,Developed,5
1175,Hardwood,Developed-Low Intensity,5
1176,Riparian,Conifer-Hardwood,2
4353,Conifer,Developed,5
1178,Hardwood,Developed,5
217,Conifer,Developed-High Intensity,5
1180,Riparian,Agricultural,4
286,Conifer,Developed-High Intensity,5
294,Conifer,Developed-High Intensity,5
1183,Riparian,Conifer-Hardwood,2
1184,Riparian,Developed-Low Intensity,5
1185,Riparian,Developed-Medium Intensity,5
1186,Riparian,Developed,5
1187,Riparian,Developed-High Intensity,5
1188,Riparian,Hardwood,2
1189,Riparian,Developed,5
1190,Hardwood,Developed,5
1191,Hardwood,Developed,5
501,Conifer,Developed-High Intensity,5
505,Conifer,Developed-High Intensity,5
1194,Hardwood,Developed,5
1195,Hardwood,Developed,5
1196,Hardwood,Developed-Medium Intensity,5
1197,Hardwood,Conifer,2
611,Conifer,Developed-High Intensity,5
1199,Hardwood,Developed,5
1200,Riparian,Agricultural,4
1055,Conifer,Developed-High Intensity,5
1202,Hardwood,Conifer,2
1096,Conifer,Developed-High Intensity,5
1204,Hardwood,Riparian,2
1205,Hardwood,Agricultural,4
1206,Hardwood,Developed,5
1207,Hardwood,Conifer,2
1208,Hardwood,Agricultural,4
1209,Hardwood,Agricultural,4
1210,Riparian,Riparian,2
1211,Hardwood-Conifer,Agricultural,4
1212,Hardwood,Riparian,2
1213,Hardwood,Developed-High Intensity,5
1214,Hardwood-Conifer,Agricultural,4
1215,Riparian,Agricultural,4
1216,Hardwood,Riparian,2
1217,Hardwood-Conifer,Conifer-Hardwood,2
1218,Hardwood-Conifer,Riparian,2
1104,Conifer,Developed-High Intensity,5
1220,Hardwood,Developed,5
1221,Riparian,Conifer-Hardwood,2
1222,Hardwood,Riparian,2
1223,Hardwood,Riparian,2
1224,Hardwood-Conifer,Agricultural,4
1225,Riparian,Agricultural,4
1226,Riparian,Hardwood,2
1715,Conifer,Developed-High Intensity,5
1228,Riparian,Riparian,2
1229,Riparian,Riparian,1
2732,Conifer,Developed-High Intensity,5
1231,Hardwood-Conifer,Conifer-Hardwood,2
1232,Hardwood,Hardwood,2
1233,Hardwood,Riparian,1
1234,Riparian,Hardwood,2
1235,Riparian,Agricultural,4
3151,Conifer,Developed-High Intensity,5
1237,Hardwood-Conifer,Riparian,2
1238,Riparian,Agricultural,4
1239,Hardwood,Agricultural,4
1240,Riparian,Conifer-Hardwood,2
1241,Riparian,Agricultural,4
1242,Hardwood,Hardwood,2
1243,Hardwood,Agricultural,4
1244,Riparian,Exotic Herbaceous,3
3500,Conifer,Developed-High Intensity,5
1246,Riparian,Riparian,2
1247,Riparian,Hardwood,1
1248,Riparian,Developed,5
3930,Conifer,Developed-High Intensity,5
4044,Conifer,Developed-High Intensity,5
1251,Riparian,Conifer,2
1252,Riparian,Riparian,2
1253,Riparian,Riparian,1
1254,Riparian,Agricultural,4
1255,Riparian,Hardwood,2
1256,Hardwood,Riparian,2
1257,Hardwood,Hardwood,2
1258,Hardwood,Riparian,1
1259,Hardwood,Riparian,2
1260,Hardwood,Conifer,2
1261,Hardwood,Conifer,2
1262,Riparian,Riparian,2
1263,Hardwood,Conifer-Hardwood,1
73,Conifer,Developed-Low Intensity,5
1265,Hardwood,Riparian,2
1266,Riparian,Developed,5
1267,Riparian,Agricultural,4
1268,Riparian,Developed,5
1269,Hardwood,Riparian,2
1270,Riparian,Riparian,2
209,Conifer,Developed-Low Intensity,5
1272,Hardwood-Conifer,Hardwood,2
1273,Riparian,Conifer-Hardwood,2
1274,Hardwood-Conifer,Agricultural,4
1275,Hardwood,Exotic Herbaceous,3
1276,Riparian,Conifer,2
1277,Hardwood,Developed,5
1278,Hardwood,Hardwood,2
1279,Riparian,Conifer,1
1280,Riparian,Developed,5
275,Conifer,Developed-Low Intensity,5
1282,Riparian,Hardwood,2
1283,Riparian,Agricultural,4
1284,Hardwood,Agricultural,4
1285,Hardwood,Riparian,2
1286,Riparian,Developed-Medium Intensity,5
1287,Riparian,Riparian,2
1288,Riparian,Riparian,1
1289,Riparian,Riparian,1
1290,Hardwood,Agricultural,4
1291,Riparian,Riparian,2
1292,Riparian,Developed,5
1293,Hardwood,Conifer,2
1294,Riparian,Riparian,2
1295,Riparian,Developed,5
1296,Riparian,Riparian,2
1297,Riparian,Developed-Low Intensity,5
1298,Riparian,Riparian,2
1299,Riparian,Exotic Herbaceous,3
1300,Hardwood,Agricultural,4
372,Conifer,Developed-Low Intensity,5
1302,Riparian,Riparian,2
1303,Riparian,Developed,5
1304,Hardwood,Riparian,2
1305,Riparian,Riparian,2
1306,Riparian,Developed-High Intensity,5
1307,Riparian,Developed,5
463,Conifer,Developed-Low Intensity,5
1309,Riparian,Hardwood,2
1310,Riparian,Hardwood,2
1311,Hardwood-Conifer,Riparian,2
1312,Riparian,Riparian,2
1313,Riparian,Riparian,1
1314,Riparian,Conifer,1
1315,Riparian,Agricultural,4
1316,Hardwood,Developed-Roads,5
580,Conifer,Developed-Low Intensity,5
646,Conifer,Developed-Low Intensity,5
1319,Hardwood,Conifer-Hardwood,2
1320,Riparian,Hardwood,2
1321,Riparian,Conifer,2
1322,Riparian,Conifer-Hardwood,2
1323,Riparian,Conifer,2
1324,Riparian,Conifer,2
1325,Riparian,Hardwood,2
1326,Hardwood,Agricultural,4
1327,Riparian,Agricultural,4
793,Conifer,Developed-Low Intensity,5
1329,Hardwood,Riparian,2
1330,Riparian,Developed,5
1331,Hardwood,Riparian,2
1332,Hardwood,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
985,Conifer,Developed-Low Intensity,5
1334,Riparian,Agricultural,4
1335,Hardwood,Riparian,2
1336,Riparian,Developed-Roads,5
1337,Riparian,Exotic Tree-Shrub,3
1338,Hardwood,Developed-Low Intensity,5
1339,Hardwood,Developed-Medium Intensity,5
1340,Hardwood-Conifer,Riparian,2
1341,Hardwood,Agricultural,4
1342,Riparian,Riparian,2
1343,Hardwood,Agricultural,4
1344,Riparian,Developed,5
1345,Riparian,Agricultural,4
1346,Riparian,Conifer,2
1347,Hardwood,Riparian,2
1348,Hardwood,Hardwood,2
1349,Hardwood,Conifer-Hardwood,1
1671,Conifer,Developed-Low Intensity,5
1999,Conifer,Developed-Low Intensity,5
2901,Conifer,Developed-Low Intensity,5
1353,Riparian,Hardwood,2
1354,Riparian,Conifer,2
1355,Riparian,Developed-Low Intensity,5
1356,Riparian,Agricultural,4
1357,Hardwood,Exotic Herbaceous,3
1358,Hardwood,Riparian,2
1359,Riparian,Developed,5
3488,Conifer,Developed-Low Intensity,5
3926,Conifer,Developed-Low Intensity,5
1362,Hardwood,Developed-Roads,5
1363,Riparian,Conifer,2
1364,Hardwood,Developed,5
1365,Hardwood,Developed-Low Intensity,5
1366,Hardwood,Agricultural,4
1367,Hardwood,Conifer,2
1368,Hardwood,Conifer,2
1369,Hardwood,Hardwood,2
3986,Conifer,Developed-Low Intensity,5
1371,Hardwood,Conifer,2
1372,Hardwood,Conifer,2
1373,Hardwood,Conifer,2
1374,Hardwood,Conifer-Hardwood,2
1375,Hardwood,Conifer-Hardwood,2
1376,Hardwood-Conifer,Developed,5
1377,Hardwood,Exotic Tree-Shrub,3
1378,Hardwood,Developed,5
1379,Hardwood,Developed,5
1380,Hardwood,Developed,5
1381,Hardwood,Developed-Medium Intensity,5
1382,Hardwood,Developed,5
1383,Hardwood,Developed,5
1384,Hardwood,Riparian,2
1385,Hardwood,Developed,5
1386,Hardwood,Hardwood,2
1387,Hardwood,Developed,5
1388,Hardwood,Developed,5
1389,Riparian,Agricultural,4
1390,Hardwood,Hardwood,2
1391,Hardwood,Agricultural,4
1392,Hardwood,Agricultural,4
1393,Hardwood,Conifer,2
1394,Hardwood,Hardwood,2
1395,Hardwood,Developed-High Intensity,5
1396,Hardwood,Agricultural,4
1397,Hardwood,Agricultural,4
1398,Hardwood,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
1399,Riparian,Developed-Medium Intensity,5
1400,Hardwood,Riparian,2
1401,Hardwood,Riparian,2
1402,Hardwood,Developed,5
1403,Hardwood,Conifer-Hardwood,2
1404,Riparian,Developed,5
1405,Riparian,Developed,5
1406,Hardwood,Agricultural,4
1407,Hardwood,Riparian,2
1408,Hardwood-Conifer,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
1409,Hardwood,Conifer,2
1410,Hardwood,Riparian,2
1411,Riparian,Hardwood,2
1412,Riparian,Riparian,2
1413,Hardwood,Hardwood,1
1414,Hardwood-Conifer,Agricultural,4
1415,Riparian,Hardwood,2
211,Conifer,Developed-Medium Intensity,5
1417,Riparian,Conifer,2
1418,Riparian,Conifer-Hardwood,2
1419,Riparian,Agricultural,4
1420,Hardwood,Conifer,2
1421,Hardwood,Exotic Herbaceous,3
1422,Hardwood,Conifer,2
1423,Hardwood,Conifer-Hardwood,2
1424,Hardwood,Conifer,2
285,Conifer,Developed-Medium Intensity,5
1426,Hardwood,Hardwood,2
1427,Hardwood,Conifer,1
1428,Hardwood,Conifer,2
291,Conifer,Developed-Medium Intensity,5
368,Conifer,Developed-Medium Intensity,5
1431,Hardwood,Riparian,2
1432,Riparian,Conifer,2
503,Conifer,Developed-Medium Intensity,5
1434,Hardwood,Hardwood,2
1435,Hardwood,Conifer-Hardwood,1
1436,Hardwood,Exotic Tree-Shrub,3
1437,Riparian,Conifer-Hardwood,2
1438,Riparian,Conifer-Hardwood,2
1439,Riparian,Conifer,2
1440,Hardwood,Conifer-Hardwood,2
1441,Riparian,Riparian,2
1442,Hardwood,Riparian,1
1443,Hardwood,Riparian,2
1444,Hardwood,Conifer-Hardwood,2
1445,Riparian,Grassland,2
1446,Riparian,Agricultural,4
1447,Riparian,Grassland,2
586,Conifer,Developed-Medium Intensity,5
685,Conifer,Developed-Medium Intensity,5
1450,Riparian,Developed,5
1451,Riparian,Developed-High Intensity,5
858,Conifer,Developed-Medium Intensity,5
1453,Riparian,Riparian,2
1454,Riparian,Riparian,1
1044,Conifer,Developed-Medium Intensity,5
1714,Conifer,Developed-Medium Intensity,5
1457,Riparian,Agricultural,4
1458,Riparian,Developed,5
2689,Conifer,Developed-Medium Intensity,5
1460,Riparian,Exotic Tree-Shrub,3
1461,Riparian,Riparian,2
1462,Riparian,Developed,5
1463,Riparian,Agricultural,4
1464,Riparian,Agricultural,4
1465,Riparian,Agricultural,4
1466,Riparian,Agricultural,4
2899,Conifer,Developed-Medium Intensity,5
1468,Hardwood,Conifer,2
1469,Hardwood,Conifer-Hardwood,2
1470,Hardwood,Riparian,2
1471,Hardwood,Riparian,2
1472,Hardwood,Riparian,2
1473,Hardwood,Conifer,2
1474,Hardwood,Hardwood,2
1475,Hardwood,Riparian,1
1476,Hardwood,Riparian,2
1477,Hardwood,Riparian,2
1478,Hardwood,Riparian,2
1479,Hardwood,Riparian,2
1480,Hardwood-Conifer,Riparian,2
1481,Hardwood-Conifer,Grassland,2
1482,Hardwood-Conifer,Riparian,2
1483,Riparian,Conifer,2
1484,Hardwood,Conifer,2
1485,Hardwood-Conifer,Conifer,2
1486,Hardwood,Grassland,2
1487,Hardwood,Developed,5
1488,Hardwood-Conifer,Riparian,2
1489,Hardwood,Grassland,2
1490,Hardwood,Riparian,2
1491,Hardwood,Riparian,2
1492,Riparian,Hardwood,2
1493,Hardwood,Conifer,2
3492,Conifer,Developed-Medium Intensity,5
1495,Hardwood,Conifer-Hardwood,2
1496,Hardwood,Riparian,2
1497,Hardwood,Conifer,2
3845,Conifer,Developed-Medium Intensity,5
1499,Hardwood,Conifer,2
1500,Hardwood,Conifer-Hardwood,2
1501,Hardwood,Shrubland,2
1502,Hardwood,Riparian,2
3988,Conifer,Developed-Medium Intensity,5
220,Conifer,Developed-Roads,5
1505,Riparian,Agricultural,4
1506,Riparian,Conifer,2
1507,Hardwood-Conifer,Conifer,2
1508,Riparian,Conifer-Hardwood,2
1509,Hardwood-Conifer,Riparian,2
1510,Hardwood-Conifer,Developed-Roads,5
1511,Hardwood-Conifer,Developed,5
1512,Hardwood-Conifer,Conifer,2
1513,Hardwood-Conifer,Conifer-Hardwood,2
233,Conifer,Developed-Roads,5
253,Conifer,Developed-Roads,5
1516,Riparian,Developed,5
1517,Hardwood-Conifer,Conifer,2
1518,Riparian,Agricultural,4
1519,Riparian,Agricultural,4
1520,Hardwood-Conifer,Hardwood,2
1521,Riparian,Hardwood,2
1522,Hardwood-Conifer,Developed,5
297,Conifer,Developed-Roads,5
1524,Riparian,Agricultural,4
1525,Riparian,Hardwood,2
1526,Hardwood-Conifer,Exotic Herbaceous,3
1527,Hardwood-Conifer,Exotic Tree-Shrub,3
397,Conifer,Developed-Roads,5
1529,Hardwood-Conifer,Developed-Low Intensity,5
1530,Hardwood-Conifer,Agricultural,4
572,Conifer,Developed-Roads,5
1532,Hardwood-Conifer,Agricultural,4
1533,Hardwood-Conifer,Riparian,2
1534,Hardwood-Conifer,Riparian,2
1535,Hardwood-Conifer,Developed,5
1536,Hardwood-Conifer,Agricultural,4
1537,Riparian,Conifer,2
1538,Riparian,Conifer,2
573,Conifer,Developed-Roads,5
725,Conifer,Developed-Roads,5
754,Conifer,Developed-Roads,5
1539,Conifer,Developed-Roads,5
2002,Conifer,Developed-Roads,5
3134,Conifer,Developed-Roads,5
3480,Conifer,Developed-Roads,5
1546,Riparian,Conifer,2
1547,Hardwood,Hardwood,2
1548,Hardwood,Conifer,1
1549,Hardwood,Conifer,2
1550,Hardwood,Agricultural,4
1551,Hardwood,Exotic Herbaceous,3
1552,Hardwood,Developed-Roads,5
1553,Hardwood,Developed,5
1554,Hardwood,Developed-Low Intensity,5
1555,Hardwood,Developed,5
1556,Hardwood,Developed,5
1557,Hardwood,Developed,5
1558,Riparian,Riparian,2
1559,Hardwood,Developed-Low Intensity,5
1560,Hardwood,Grassland,2
1561,Hardwood-Conifer,Conifer-Hardwood,2
1562,Hardwood,Conifer-Hardwood,2
1563,Hardwood,Riparian,2
3833,Conifer,Developed-Roads,5
1565,Hardwood,Hardwood,2
1566,Hardwood,Developed-Roads,5
1567,Hardwood,Developed,5
1568,Hardwood,Agricultural,4
1569,Hardwood,Agricultural,4
1570,Hardwood,Riparian,2
1571,Hardwood,Riparian,2
3983,Conifer,Developed-Roads,5
1573,Hardwood,Developed,5
1574,Hardwood,Riparian,2
1575,Hardwood,Developed,5
1576,Hardwood,Developed-Medium Intensity,5
1577,Hardwood,Developed,5
1578,Hardwood,Developed,5
1579,Hardwood,Developed,5
1580,Hardwood,Conifer-Hardwood,2
1581,Hardwood,Developed,5
1582,Hardwood,Conifer,2
1583,Hardwood,Developed,5
1584,Hardwood,Agricultural,4
1585,Hardwood,Conifer-Hardwood,2
1587,Hardwood,Hardwood,2
1588,Riparian,Hardwood,1
1589,Hardwood-Conifer,Riparian,2
11,Conifer,Exotic Herbaceous,3
1591,Hardwood,Agricultural,4
67,Conifer,Exotic Herbaceous,3
1593,Hardwood,Agricultural,4
1594,Hardwood,Hardwood,2
112,Conifer,Exotic Herbaceous,3
1596,Hardwood,Riparian,2
1597,Hardwood,Conifer-Hardwood,2
1598,Riparian,Agricultural,4
1599,Hardwood,Conifer,2
1600,Hardwood-Conifer,Riparian,2
